model,0-month,1-month,2-month,3-month,4-month,5-month,6-month,7-month,8-month,9-month,10-month,11-month,12-month,13-month,14-month,15-month,16-month,17-month,18-month,19-month,20-month,21-month,22-month,23-month,24-month,25-month,26-month,27-month,28-month,29-month,30-month,31-month,32-month,33-month,34-month,lambda_i,mu_i,sigma_i,approx_condition,base_model,company,created_at,approx_cond_label,sort_key
microsoft/cvt-w24-384-22k,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,1.3862943611217162,0.6279738344117367,0.003611041991307292,False,Original,Microsoft,2022-05-18 17:17:26+00:00,Fit the model,3.0
microsoft/dit-large-finetuned-rvlcdip,0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.2006098580915063,4.3471163529911635e-17,2.4544485309578863,False,Original,Microsoft,2022-03-07 21:02:12+00:00,Fit the model,3.0
microsoft/resnet-34,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.199176823023994,0.32578150933236166,1.5266522029936478,False,Original,Microsoft,2022-03-16 15:41:51+00:00,Fit the model,3.0
microsoft/kosmos-2-patch14-224,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,2.2126624698304593,8.721160745375796e-21,0.5419108975883515,False,Original,Microsoft,2023-10-02 16:09:33+00:00,Fit the model,3.0
microsoft/xclip-base-patch16-zero-shot,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,1.1231603156563172,0.21373855148636353,0.03260782745634456,False,Original,Microsoft,2022-09-07 17:52:51+00:00,Fit the model,3.0
microsoft/tapex-large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.1041190823495948,0.3280997569117159,0.1432619840171438,False,Original,Microsoft,2022-03-10 04:55:54+00:00,Fit the model,2.0
microsoft/speecht5_vc,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,1.3281694704811573,0.5369781388361912,0.16247454180820572,False,Original,Microsoft,2023-02-02 13:01:55+00:00,Fit the model,2.0
microsoft/resnet-26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5129060125448435,0.7409020100660175,0.5022803159988937,False,Original,Microsoft,2022-03-16 15:41:05+00:00,Fit the model,2.0
microsoft/focalnet-base,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,1.1190127388971083,0.055407235571885385,0.1928599613161753,False,Original,Microsoft,2023-04-17 14:57:14+00:00,Fit the model,2.0
microsoft/cvt-13-384-22k,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0986122886762406,0.6908999761341869,0.006721780755780862,False,Original,Microsoft,2022-04-04 11:32:55+00:00,Fit the model,2.0
microsoft/LLaMA-2-13b-GTL-Delta,0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123571.33882675451,74.63492745920217,17.382646042218465,True,Original,Microsoft,2024-07-26 03:32:55+00:00,Does not fit,2.0
microsoft/trocr-base-str,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,,,,,,1.098612288684502,0.7318216920408358,0.006423496679835983,False,Original,Microsoft,2022-09-08 09:02:01+00:00,Fit the model,2.0
microsoft/swin-base-simmim-window6-192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,4.7765549224849115,2.138793855250535,1.8273208870370599,False,Original,Microsoft,2022-11-03 08:25:15+00:00,Fit the model,2.0
microsoft/wavecoder-ds-6.7b,0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.4034733067210774,1.8185453620874888e-12,4.157970132940179,False,Original,Microsoft,2024-04-11 04:17:55+00:00,Fit the model,2.0
microsoft/cvt-21,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,389.8979623099669,16.601052229325,5.5621075593237,True,Original,Microsoft,2022-04-04 11:33:51+00:00,Does not fit,2.0
microsoft/BiomedNLP-KRISSBERT-PubMed-UMLS-EL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0986122886740215,0.6280337846351866,0.0037372574148636126,False,Original,Microsoft,2022-04-15 17:50:38+00:00,Fit the model,2.0
microsoft/llmlingua-2-bert-base-multilingual-cased-meetingbank,0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.4461875427291933,1.9258091642088103e-14,3.1152321009135413,False,Original,Microsoft,2024-03-17 07:10:40+00:00,Fit the model,2.0
microsoft/git-base-coco,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,1.1096500641690292,0.1295330738608207,0.1754687550778833,False,Original,Microsoft,2022-12-06 09:27:24+00:00,Fit the model,2.0
microsoft/speecht5_hifigan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,1.628345070149999,7.528145384512614e-14,0.9733852506039044,False,Original,Microsoft,2023-02-02 13:06:10+00:00,Fit the model,2.0
microsoft/llmlingua-2-xlm-roberta-large-meetingbank,0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.300747167407677,3.1235271147690734e-10,9.661680986361226,False,Original,Microsoft,2024-03-17 07:04:34+00:00,Fit the model,2.0
microsoft/phi-4-gguf,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2025-01-08 19:55:31+00:00,Fit the model,1.0
microsoft/BioGPT-Large-PubMedQA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,0.6931471806401464,0.6282511530786227,0.003798459441325863,False,Original,Microsoft,2023-02-03 20:33:43+00:00,Fit the model,1.0
microsoft/focalnet-tiny,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.693147180585001,0.3177254892149041,0.0052257424224028525,False,Original,Microsoft,2023-04-17 14:53:08+00:00,Fit the model,1.0
microsoft/sd-turbo-webnn,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.029845728748301,1.817527878682767e-20,1.4351030184280422,False,Original,Microsoft,2024-06-03 16:10:23+00:00,Fit the model,1.0
microsoft/tapex-base-finetuned-wtq,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6931471805802809,0.8991991455428285,0.002889445247790835,False,Original,Microsoft,2022-03-30 01:25:28+00:00,Fit the model,1.0
microsoft/wavecoder-pro-6.7b,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.3862944958268961,1.6677081379963015,21553281.63431816,False,Original,Microsoft,2024-04-11 04:29:08+00:00,Fit the model,1.0
microsoft/longcoder-base,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,0.9100058132167016,2.459067780897014e-18,0.4304298839986066,False,Original,Microsoft,2023-06-08 08:56:26+00:00,Fit the model,1.0
microsoft/focalnet-small,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.3257373455149817,4.568072606636049e-16,2.997364832279674,False,Original,Microsoft,2023-04-17 14:58:01+00:00,Fit the model,1.0
microsoft/table-transformer-structure-recognition-v1.1-fin,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.4428065824431326,6.271209150354851e-13,5.50600079403975,False,Original,Microsoft,2023-11-18 21:30:35+00:00,Fit the model,1.0
microsoft/GODEL-v1_1-large-seq2seq,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.7200071692401144,1.96186038447385e-24,0.14436945202321952,False,Original,Microsoft,2022-10-19 00:14:10+00:00,Fit the model,1.0
microsoft/msclap,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.1328795585639402,5.3335657213862586e-18,0.5166408670951262,False,Original,Microsoft,2023-10-12 23:30:42+00:00,Fit the model,1.0
microsoft/Mistral-7B-v0.1-onnx,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.449187940442902,9.814773808248093e-19,2.301508042384158,False,Original,Microsoft,2023-11-14 17:07:36+00:00,Fit the model,1.0
microsoft/LLM2CLIP-Openai-L-14-336,0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3862947426704935,0.8450755222490832,7877969.331421749,False,Original,Microsoft,2024-11-07 19:23:53+00:00,Fit the model,1.0
microsoft/BiomedCLIP-PubMedBERT_256-vit_base_patch16_224,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0013830803174528,1.9871960423059662e-16,0.7183513142355863,False,Original,Microsoft,2023-04-05 19:57:59+00:00,Fit the model,1.0
microsoft/table-transformer-structure-recognition-v1.1-pub,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.4428065824431326,6.271209150354851e-13,5.50600079403975,False,Original,Microsoft,2023-11-18 21:26:45+00:00,Fit the model,1.0
microsoft/kosmos-2.5,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.615648170128684,1.6203234498690685e-17,3.7867777533071303,False,Original,Microsoft,2024-05-13 04:39:25+00:00,Fit the model,1.0
microsoft/git-large-vqav2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,0.9725266568297154,1.3794758690217344e-16,0.7985229294073385,False,Original,Microsoft,2023-01-02 11:07:38+00:00,Fit the model,1.0
microsoft/Graphormer,0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3862943939688406,1.9821777819481377,108926498.95944041,False,Original,Microsoft,2024-07-30 04:58:44+00:00,Fit the model,1.0
microsoft/BioGPT-Large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,0.980889530020559,9.816243359464228e-17,0.7728777093206118,False,Original,Microsoft,2023-02-03 16:17:26+00:00,Fit the model,1.0
microsoft/tapex-large-finetuned-wtq,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6931471805683992,0.3766053509926009,0.004940664462540544,False,Original,Microsoft,2022-03-10 05:06:08+00:00,Fit the model,1.0
microsoft/LLM2CLIP-Llama-3-8B-Instruct-CC-Finetuned,0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3862947426704935,0.8450755222490832,7877969.331421749,False,Original,Microsoft,2024-11-16 14:25:19+00:00,Fit the model,1.0
microsoft/Reducio-VAE,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2024-11-08 06:33:46+00:00,Fit the model,0.0
microsoft/mattergen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2025-01-27 08:34:48+00:00,Fit the model,0.0
microsoft/xclip-base-patch16-ucf-2-shot,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.49597761180788363,2.909804714405008,0.5051846560956484,False,Original,Microsoft,2022-09-07 17:06:55+00:00,Fit the model,0.0
microsoft/xclip-base-patch16-hmdb-4-shot,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.49597761180788363,2.909804714405008,0.5051846560956484,False,Original,Microsoft,2022-09-07 16:41:39+00:00,Fit the model,0.0
microsoft/xdoc-base-squad1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.4964179173700731,2.880757085840492,0.5045429349274716,False,Original,Microsoft,2022-11-14 04:12:23+00:00,Fit the model,0.0
microsoft/dolly-v2-7b-olive-optimized,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.4980880715803697,2.5578704004092008,0.502340046243964,False,Original,Microsoft,2023-05-17 18:28:04+00:00,Fit the model,0.0
microsoft/falcon-7B-onnx,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.49935607293929546,2.2539449503821958,0.5007624093283576,False,Original,Microsoft,2023-11-14 20:40:36+00:00,Fit the model,0.0
microsoft/SatCLIP-ResNet18-L10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.4996855761108851,2.126617245031742,0.5003703552046632,False,Original,Microsoft,2023-12-15 10:39:03+00:00,Fit the model,0.0
microsoft/lts-gpt2-sm,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.49747587743151034,2.7045638657273385,0.5031196669588817,False,Original,Microsoft,2023-03-02 13:35:21+00:00,Fit the model,0.0
microsoft/SatCLIP-ResNet50-L40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.4996855761108851,2.126617245031742,0.5003703552046632,False,Original,Microsoft,2023-12-15 10:40:32+00:00,Fit the model,0.0
microsoft/SatCLIP-ViT16-L10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.4996855761108851,2.126617245031742,0.5003703552046632,False,Original,Microsoft,2023-12-15 10:41:06+00:00,Fit the model,0.0
microsoft/SatCLIP-ViT16-L40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.4996855761108851,2.126617245031742,0.5003703552046632,False,Original,Microsoft,2023-12-15 10:41:36+00:00,Fit the model,0.0
microsoft/SatCLIP-ResNet18-L40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.4996855761108851,2.126617245031742,0.5003703552046632,False,Original,Microsoft,2023-12-15 10:39:39+00:00,Fit the model,0.0
microsoft/LLM2CLIP-Llama3.2-1B-EVA02-L-14-224,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2024-11-30 16:22:01+00:00,Fit the model,0.0
microsoft/radedit,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2024-09-26 15:56:31+00:00,Fit the model,0.0
microsoft/tapex-large-finetuned-wikisql,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4942256468280364,3.1186775768395765,0.5077927051472353,False,Original,Microsoft,2022-03-08 06:41:10+00:00,Fit the model,0.0
microsoft/focalnet-large-lrf-fl3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.4982410466501623,2.5455892610702158,0.5021371291080132,False,Original,Microsoft,2023-06-01 17:15:28+00:00,Fit the model,0.0
microsoft/focalnet-large-lrf-fl4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.4982410466501623,2.5455892610702158,0.5021371291080132,False,Original,Microsoft,2023-06-01 16:54:55+00:00,Fit the model,0.0
microsoft/SatCLIP-ResNet50-L10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.4996855761108851,2.126617245031742,0.5003703552046632,False,Original,Microsoft,2023-12-15 10:40:00+00:00,Fit the model,0.0
microsoft/tapex-large-sql-execution,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4942256468280364,3.1186775768395765,0.5077927051472353,False,Original,Microsoft,2022-03-10 05:21:42+00:00,Fit the model,0.0
microsoft/LLM2CLIP-Llama3.2-1B-EVA02-L-14-336,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2024-12-11 13:27:10+00:00,Fit the model,0.0
microsoft/stable-diffusion-v1.5-webnn,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2024-06-03 15:38:01+00:00,Fit the model,0.0
microsoft/dml-ai-hub-models,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2024-08-21 00:47:15+00:00,Fit the model,0.0
microsoft/segment-anything-model-webnn,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2024-06-03 16:16:11+00:00,Fit the model,0.0
microsoft/mothernet,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2024-02-05 20:23:10+00:00,Fit the model,0.0
microsoft/whisper-base-webnn,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2024-06-03 16:04:48+00:00,Fit the model,0.0
microsoft/focalnet-large-fl4-dino-o365-cocoft,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.49838660468615925,2.5331619873983664,0.5019436151292979,False,Original,Microsoft,2023-06-30 08:36:43+00:00,Fit the model,0.0
microsoft/mocapact-models,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2024-08-15 23:15:17+00:00,Fit the model,0.0
microsoft/VidTok,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2024-12-08 10:29:14+00:00,Fit the model,0.0
microsoft/focalnet-large-fl4-dino-o365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.49838660468615925,2.5331619873983664,0.5019436151292979,False,Original,Microsoft,2023-06-30 07:37:58+00:00,Fit the model,0.0
microsoft/OmniParser-v2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2025-02-12 01:03:38+00:00,Fit the model,0.0
microsoft/xdoc-base-websrc,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.4964179173700731,2.880757085840492,0.5045429349274716,False,Original,Microsoft,2022-11-16 06:26:53+00:00,Fit the model,0.0
microsoft/Phi-3-medium-4k-instruct-onnx-cuda,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2024-05-19 23:01:20+00:00,Fit the model,0.0
microsoft/LLM2CLIP-Llama-3.2-1B-Instruct-CC-Finetuned,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2024-11-30 14:31:04+00:00,Fit the model,0.0
microsoft/xdoc-base,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.4964179173700731,2.880757085840492,0.5045429349274716,False,Original,Microsoft,2022-11-14 04:09:13+00:00,Fit the model,0.0
microsoft/Phi-3-medium-128k-instruct-onnx-cuda,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2024-05-19 23:03:10+00:00,Fit the model,0.0
microsoft/Phi-3-medium-128k-instruct-onnx-cpu,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2024-05-19 23:02:41+00:00,Fit the model,0.0
microsoft/unixcoder-base-unimodal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494487073583363,3.1039162501621442,0.5073735413271262,False,Original,Microsoft,2022-03-21 08:18:17+00:00,Fit the model,0.0
microsoft/Phi-3-medium-4k-instruct-onnx-directml,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2024-05-19 23:02:06+00:00,Fit the model,0.0
microsoft/Phi-3.5-mini-instruct-onnx,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5,False,Original,Microsoft,2024-09-12 00:26:11+00:00,Fit the model,0.0
